Time,Summary,Icon,Precipitation Intensity,Precipitation Probability,Temperature,Apparent Temperature,Dew Point,Humidity,Pressure,Wind Speed,Wind Gust,Wind Bearing,Cloud Cover,UV Index,Visibility
01-01-2017 00:00:00,Overcast,cloudy,0,0,41.21,41.21,26.31,0.55,1012.27,2.55,5.47,224,1,0,9.997
01-01-2017 01:00:00,Overcast,cloudy,0,0,41.45,41.45,26.87,0.56,1012.23,2.73,6.16,237,1,0,9.997
01-01-2017 02:00:00,Overcast,cloudy,0,0,41.82,41.82,27.19,0.56,1012.53,2.67,6.33,236,1,0,9.997
01-01-2017 03:00:00,Overcast,cloudy,0,0,41.93,41.93,26.74,0.55,1012.85,2.68,5.54,238,1,0,9.997
01-01-2017 04:00:00,Mostly Cloudy,partly-cloudy-night,0,0,40.86,40.86,26.34,0.56,1013.7,2.53,4.79,241,0.72,0,9.997
01-01-2017 05:00:00,Mostly Cloudy,partly-cloudy-night,0,0,40.88,40.88,26.3,0.56,1014.41,2.46,5.2,242,0.75,0,9.997
01-01-2017 06:00:00,Partly Cloudy,partly-cloudy-night,0,0,40.07,40.07,26.51,0.58,1015.77,1.91,4.31,245,0.47,0,9.997
01-01-2017 07:00:00,Partly Cloudy,partly-cloudy-night,0,0,39.09,39.09,26.85,0.61,1016.75,1.87,3.85,250,0.4,0,9.997
01-01-2017 08:00:00,Partly Cloudy,partly-cloudy-day,0,0,39.03,39.03,27.29,0.62,1017.91,2.9,4.64,247,0.3,0,9.997
01-01-2017 09:00:00,Clear,clear-day,0,0,42.37,39.8,28.67,0.58,1019.49,4.31,8.68,269,0.1,0,9.997
01-01-2017 10:00:00,Clear,clear-day,0,0,44.23,40.98,28.36,0.53,1020.8,5.69,11.63,294,0.11,1,9.997
01-01-2017 11:00:00,Clear,clear-day,0,0,45.04,41.83,26.61,0.48,1021.55,5.87,11.76,308,0.11,2,9.997
01-01-2017 12:00:00,Clear,clear-day,0,0,46.14,43.68,25.79,0.45,1021.81,5.01,10.17,306,0.02,2,9.997
01-01-2017 13:00:00,Clear,clear-day,0,0,46.6,44.47,23.96,0.41,1021.95,4.63,9.63,308,0,2,9.997
01-01-2017 14:00:00,Clear,clear-day,0,0,46.9,45.61,22.95,0.39,1022.28,3.6,8.28,307,0,1,9.997
01-01-2017 15:00:00,Clear,clear-day,0,0,46.75,45.85,21.8,0.37,1023.26,3.15,6.41,305,0,0,9.997
01-01-2017 16:00:00,Clear,clear-day,0,0,45.68,45.68,21.34,0.38,1024.51,1.67,3.7,297,0,0,9.997
01-01-2017 17:00:00,Clear,clear-night,0,0,42.39,42.39,21.55,0.43,1026.05,0.41,0.8,309,0,0,9.997
01-01-2017 18:00:00,Clear,clear-night,0,0,38.43,38.43,22.11,0.52,1026.83,0.09,0.22,324,0,0,9.997
01-01-2017 19:00:00,Clear,clear-night,0,0,35.43,35.43,22.44,0.59,1027.71,0.07,0.18,0,0,0,9.997
01-01-2017 20:00:00,Clear,clear-night,0,0,33.47,33.47,22.39,0.63,1028.96,0.06,0.09,0,0,0,9.997
01-01-2017 21:00:00,Clear,clear-night,0,0,31.88,31.88,22.29,0.67,1029.43,0.1,0.1,14,0,0,9.997
01-01-2017 22:00:00,Clear,clear-night,0,0,30.66,30.66,22.42,0.71,1030.4,0.06,0.23,0,0,0,9.997
01-02-2017 00:00:00,Clear,clear-night,0,0,30.26,30.26,22.59,0.73,1030.22,0.46,1.02,28,0.04,0,9.997
01-02-2017 01:00:00,Clear,clear-night,0,0,29.97,29.97,22.87,0.75,1030.41,0.24,0.4,9,0,0,9.997
01-02-2017 02:00:00,Clear,clear-night,0,0,30.1,30.1,23.28,0.75,1030.9,0.36,0.53,47,0,0,9.997
01-02-2017 03:00:00,Clear,clear-night,0,0,30.3,30.3,23.74,0.76,1030.93,0.39,0.69,35,0.03,0,9.997
01-02-2017 04:00:00,Clear,clear-night,0,0,30.79,30.79,24.18,0.76,1031.23,0.62,0.68,56,0.04,0,9.997
01-02-2017 05:00:00,Clear,clear-night,0,0,31.59,31.59,24.8,0.76,1031.68,0.64,1.02,44,0.06,0,9.997
01-02-2017 06:00:00,Partly Cloudy,partly-cloudy-night,0,0,32.67,32.67,25.69,0.75,1031.78,0.82,1.22,46,0.44,0,9.997
01-02-2017 07:00:00,Overcast,cloudy,0,0,33.65,33.65,27.56,0.78,1031.95,0.64,1.14,49,0.96,0,9.997
01-02-2017 08:00:00,Possible Drizzle,rain,0.007,0.6,33.86,33.86,29.77,0.85,1032.04,1.05,1.42,54,1,0,9.046
01-02-2017 09:00:00,Drizzle,rain,0.0127,0.8,34.54,34.54,31.29,0.88,1032.48,1,2.23,55,1,0,9.589
01-02-2017 10:00:00,Possible Drizzle,rain,0.0038,0.59,35.78,35.78,32.38,0.87,1032.71,1.59,2.81,50,1,1,9.997
01-02-2017 11:00:00,Possible Drizzle,rain,0.0041,0.45,36.99,36.99,33.68,0.88,1032.01,2.31,4.15,55,1,1,9.997
01-02-2017 12:00:00,Drizzle,rain,0.0104,0.78,38.12,38.12,34.97,0.88,1030.84,2.3,4.58,67,1,1,8.118
01-02-2017 13:00:00,Light Rain,rain,0.0173,0.95,38.47,38.47,35.91,0.9,1030.04,2.29,4.58,69,1,1,6.842
01-02-2017 14:00:00,Light Rain,rain,0.0243,0.99,38.4,38.4,36.33,0.92,1029.35,2.64,5.39,64,1,1,5.429
01-02-2017 15:00:00,Light Rain,rain,0.025,0.97,38.43,38.43,36.69,0.93,1029.32,2.91,6.19,57,1,0,5.426
01-02-2017 16:00:00,Drizzle,rain,0.0132,0.72,38.15,35.83,36.5,0.94,1029.38,3.39,6.65,57,1,0,4.554
01-02-2017 17:00:00,Possible Drizzle,rain,0.0114,0.61,37.86,35.86,36.38,0.94,1028.88,3.07,5.22,51,1,0,3.74
01-02-2017 18:00:00,Drizzle,rain,0.0112,0.73,37.59,35.39,36.34,0.95,1028.43,3.21,5.33,51,1,0,3.121
01-02-2017 19:00:00,Drizzle,rain,0.0113,0.85,37.51,34.77,36.34,0.96,1028.13,3.68,5.63,42,1,0,3.634
01-02-2017 20:00:00,Possible Drizzle,rain,0.0049,0.59,37.5,34.93,36.38,0.96,1027.56,3.52,6.54,49,1,0,4.851
01-02-2017 21:00:00,Possible Drizzle,rain,0.0019,0.31,37.68,34.56,36.54,0.96,1026.11,4.08,7.68,53,1,0,6.39
01-02-2017 22:00:00,Overcast,cloudy,0.0012,0.24,37.77,35.25,36.67,0.96,1025.65,3.52,7.52,48,1,0,5.185
01-03-2017 00:00:00,Light Rain,rain,0.0168,0.87,37.5,34.86,36.56,0.96,1024.24,3.58,6.39,50,1,0,4.699
01-03-2017 01:00:00,Drizzle,rain,0.0071,0.66,37.46,37.46,36.51,0.96,1023.19,2.79,5.99,52,1,0,5.753
01-03-2017 02:00:00,Possible Drizzle,rain,0.0031,0.44,37.55,37.55,36.57,0.96,1022.94,2.9,5.58,50,1,0,4.31
01-03-2017 03:00:00,Possible Drizzle,rain,0.004,0.43,37.57,35.33,36.64,0.96,1022.09,3.24,6.32,43,1,0,3.815
01-03-2017 04:00:00,Possible Drizzle,rain,0.0036,0.48,37.59,35.07,36.69,0.97,1020.73,3.48,6.44,42,1,0,3.923
01-03-2017 05:00:00,Possible Drizzle,rain,0.003,0.47,37.61,35.09,36.79,0.97,1019.89,3.49,6.47,45,1,0,3.392
01-03-2017 06:00:00,Possible Drizzle,rain,0.0018,0.37,37.89,35.05,37.08,0.97,1019.19,3.83,6.97,47,1,0,4.086
01-03-2017 07:00:00,Overcast,cloudy,0.0015,0.27,38.15,34.32,37.33,0.97,1017.8,4.97,9.2,55,1,0,4.43
01-03-2017 08:00:00,Possible Drizzle,rain,0.0018,0.35,38.63,35.41,37.8,0.97,1016.84,4.35,8.34,58,1,0,3.198
01-03-2017 09:00:00,Possible Drizzle,rain,0.0019,0.32,39.26,35.65,38.41,0.97,1016.1,4.93,9.61,57,1,0,2.042
01-03-2017 10:00:00,Possible Drizzle,rain,0.0044,0.55,40.06,36.52,39.14,0.96,1015.3,5.03,10.72,62,1,1,2.429
01-03-2017 11:00:00,Drizzle,rain,0.0093,0.76,40.66,37.35,39.82,0.97,1013.33,4.88,10.24,62,1,1,2.757
01-03-2017 12:00:00,Light Rain,rain,0.0273,1,41.1,37.86,40.2,0.97,1010.83,4.88,10.13,64,1,1,4.085
01-03-2017 13:00:00,Light Rain,rain,0.0437,1,41.42,37.92,40.44,0.96,1008.37,5.31,10.98,63,1,1,4.128
01-03-2017 14:00:00,Light Rain,rain,0.0618,1,41.91,38.4,40.88,0.96,1006.25,5.44,10.57,61,1,1,4.681
01-03-2017 15:00:00,Light Rain,rain,0.0306,1,42.01,39.36,41.2,0.97,1004.99,4.32,9.91,56,1,0,2.331
01-03-2017 16:00:00,Light Rain,rain,0.0588,1,42.11,39.79,41.39,0.97,1003.78,3.96,7.95,44,1,0,3.797
01-03-2017 17:00:00,Light Rain,rain,0.0649,1,42.1,42.1,41.37,0.97,1002.36,2.95,6.43,38,1,0,5.044
01-03-2017 18:00:00,Light Rain,rain,0.0208,0.99,41.97,41.97,41.31,0.97,1002.15,2.1,4.65,29,1,0,2.988
01-03-2017 19:00:00,Drizzle,rain,0.0081,0.71,41.76,41.76,40.98,0.97,1000.89,2.81,5.42,27,1,0,4.974
01-03-2017 20:00:00,Possible Drizzle,rain,0.0024,0.39,41.43,41.43,40.75,0.97,999.65,1.82,4.14,12,1,0,4.4
01-03-2017 21:00:00,Overcast,cloudy,0.0007,0.17,40.98,40.98,40.47,0.98,999.27,0.78,1.92,345,1,0,2.595
01-03-2017 22:00:00,Possible Drizzle,rain,0.0022,0.43,40.7,40.7,40.17,0.98,999.15,0.99,2.3,319,1,0,2.731
01-04-2017 00:00:00,Drizzle,rain,0.0152,0.87,40.03,40.03,39.55,0.98,998.7,0.83,1.79,289,1,0,9.997
01-04-2017 01:00:00,Overcast,cloudy,0.0012,0.28,39.89,39.89,39.26,0.98,997.92,0.92,1.66,279,1,0,9.546
01-04-2017 02:00:00,Overcast,cloudy,0,0,39.83,39.83,39.1,0.97,997.74,1.38,2.39,278,1,0,9.835
01-04-2017 03:00:00,Overcast,cloudy,0,0,39.75,39.75,39.04,0.97,997.22,0.84,2.01,268,1,0,8.372
01-04-2017 04:00:00,Overcast,cloudy,0,0,39.89,39.89,39.19,0.97,997.44,1.52,3.25,250,1,0,8.37
01-04-2017 05:00:00,Overcast,cloudy,0,0,40.2,40.2,39.33,0.97,997.41,1.02,2.68,251,1,0,8.301
01-04-2017 06:00:00,Overcast,cloudy,0,0,40.52,40.52,39.7,0.97,997.75,2,3.64,248,1,0,7.191
01-04-2017 07:00:00,Overcast,cloudy,0,0,41.17,41.17,40.23,0.96,998.44,2.65,5.03,249,1,0,7.562
01-04-2017 08:00:00,Overcast,cloudy,0,0,41.77,41.77,40.73,0.96,998.37,2.08,3.66,241,1,0,5.899
01-04-2017 09:00:00,Overcast,cloudy,0,0,43.32,41.67,41.92,0.95,999.12,3.44,6.9,245,0.94,0,7.015
01-04-2017 10:00:00,Overcast,cloudy,0,0,44.87,44.87,42.6,0.92,999.07,2.15,5.15,263,0.97,1,9.928
01-04-2017 11:00:00,Overcast,cloudy,0,0,46.54,44.87,43.17,0.88,999.28,4,7.08,253,0.91,1,9.997
01-04-2017 12:00:00,Overcast,cloudy,0,0,47.54,45.22,43.08,0.84,999.28,5.17,10.11,262,1,1,9.997
01-04-2017 13:00:00,Mostly Cloudy,partly-cloudy-day,0,0,49.3,46.73,42.14,0.76,998.55,6.21,13.06,267,0.86,1,9.997
01-04-2017 14:00:00,Mostly Cloudy,partly-cloudy-day,0,0,50.3,50.3,39.08,0.65,998.69,7.62,16.43,275,0.8,1,9.997
01-04-2017 15:00:00,Partly Cloudy,partly-cloudy-day,0,0,49.33,45.71,32.31,0.52,998.99,8.61,17.86,277,0.42,0,9.997
01-04-2017 16:00:00,Partly Cloudy,partly-cloudy-day,0,0,47.21,43.63,28.7,0.48,999.79,7.43,16.45,281,0.19,0,9.997
01-04-2017 17:00:00,Partly Cloudy,partly-cloudy-night,0,0,44.78,40.72,25.05,0.46,1000.36,7.36,15.88,277,0.24,0,9.997
01-04-2017 18:00:00,Clear,clear-night,0,0,43.12,38.82,22.75,0.44,1001.33,7.14,15.16,275,0.03,0,9.997
01-04-2017 19:00:00,Clear,clear-night,0,0,41.13,36.19,20.2,0.43,1002.21,7.57,16.61,277,0.06,0,9.997
01-04-2017 20:00:00,Clear,clear-night,0,0,38.58,32.55,15.36,0.38,1003.66,8.6,18.83,277,0.06,0,9.997
01-04-2017 21:00:00,Clear,clear-night,0,0,36.29,30.36,13.17,0.38,1004.61,7.5,16.84,278,0,0,9.997
01-04-2017 22:00:00,Clear,clear-night,0,0,34.37,28.08,12.71,0.4,1005.79,7.43,16.61,274,0,0,9.997
01-05-2017 00:00:00,Clear,clear-night,0,0,31.55,25.04,12.29,0.44,1007.35,6.89,15.09,274,0,0,9.997
01-05-2017 01:00:00,Clear,clear-night,0,0,30.3,24.28,12.03,0.46,1008.27,5.91,14.34,274,0,0,9.997
01-05-2017 02:00:00,Clear,clear-night,0,0,28.88,22.82,11.53,0.48,1009.01,5.64,13.25,274,0,0,9.997
01-05-2017 03:00:00,Clear,clear-night,0,0,27.78,21.19,10.91,0.49,1010.18,6.01,11.93,269,0,0,9.997
01-05-2017 04:00:00,Clear,clear-night,0,0,26.78,20.91,10.08,0.49,1011.11,5.04,12.32,272,0,0,9.997
01-05-2017 05:00:00,Clear,clear-night,0,0,25.87,19.41,9.32,0.49,1012.11,5.47,12.16,271,0,0,9.997
01-05-2017 06:00:00,Clear,clear-night,0,0,25.08,19.4,9.15,0.5,1013.14,4.58,9.37,263,0,0,9.997
01-05-2017 07:00:00,Clear,clear-night,0,0,24.61,19.01,9.09,0.51,1014.19,4.45,9.12,259,0,0,9.997
01-05-2017 08:00:00,Clear,clear-day,0,0,24.74,19.11,9.32,0.51,1014.27,4.49,9.57,274,0.1,0,9.997
01-05-2017 09:00:00,Clear,clear-day,0,0,25.73,19.51,9.61,0.5,1015.09,5.2,10.79,272,0.09,0,9.997
01-05-2017 10:00:00,Mostly Cloudy,partly-cloudy-day,0,0,26.82,20.34,9.87,0.48,1016.24,5.69,12.33,268,0.52,1,9.997
01-05-2017 11:00:00,Overcast,cloudy,0,0,27.55,21.72,9.84,0.47,1015.29,5.14,11.02,280,0.89,1,9.997
01-05-2017 12:00:00,Mostly Cloudy,partly-cloudy-day,0,0,28.71,22.74,10.42,0.46,1014.94,5.5,11.68,277,0.7,2,9.997
01-05-2017 13:00:00,Partly Cloudy,partly-cloudy-day,0,0,30.28,25.2,11.15,0.44,1013.75,4.85,10.46,264,0.4,2,9.997
01-05-2017 14:00:00,Clear,clear-day,0,0,30.85,26.33,11.21,0.43,1013.61,4.39,9.28,269,0.07,1,9.997
01-05-2017 15:00:00,Partly Cloudy,partly-cloudy-day,0,0,30.78,27.17,11.22,0.44,1013.63,3.57,7.26,256,0.19,0,9.997
01-05-2017 16:00:00,Partly Cloudy,partly-cloudy-day,0,0,30.41,30.41,11.53,0.45,1013.63,2.46,5.09,246,0.4,0,9.997
01-05-2017 17:00:00,Partly Cloudy,partly-cloudy-night,0,0,29.84,29.84,12.16,0.47,1013.63,1.77,3.54,254,0.41,0,9.997
01-05-2017 18:00:00,Mostly Cloudy,partly-cloudy-night,0,0,29.39,29.39,12.91,0.5,1014.45,1.64,3.78,241,0.83,0,9.997
01-05-2017 19:00:00,Overcast,cloudy,0,0,29.48,29.48,13.46,0.51,1014.41,2.01,3.99,238,0.93,0,9.997
01-05-2017 20:00:00,Overcast,cloudy,0,0,29.56,29.56,13.95,0.52,1015.07,2.42,5.37,244,0.98,0,9.997
01-05-2017 21:00:00,Overcast,cloudy,0,0,29.55,29.55,14.19,0.52,1015.14,1.99,4.58,251,1,0,9.997
01-05-2017 22:00:00,Overcast,cloudy,0,0,29.43,29.43,14.77,0.54,1014.89,1.55,3.86,242,1,0,9.997
01-06-2017 00:00:00,Overcast,cloudy,0,0,28.39,28.39,19.88,0.7,1014.66,2.13,4.47,237,1,0,8.878
01-06-2017 01:00:00,Overcast,cloudy,0,0,27.47,27.47,22.68,0.82,1014.78,0.86,2.06,274,1,0,2.656
01-06-2017 02:00:00,Foggy,fog,0,0,26.73,26.73,23.72,0.88,1014.65,0.6,1.26,311,1,0,1.482
01-06-2017 03:00:00,Overcast,cloudy,0.0005,0.1,26.21,26.21,23.86,0.91,1014.18,0.22,0.56,359,1,0,4.39
01-06-2017 04:00:00,Overcast,cloudy,0,0,26.11,26.11,23.63,0.9,1013.58,0.28,0.74,345,1,0,8.606
01-06-2017 05:00:00,Overcast,cloudy,0,0,26.26,26.26,23.61,0.9,1013.79,0.5,0.9,334,1,0,8.715
01-06-2017 06:00:00,Overcast,cloudy,0,0,26.4,26.4,23.13,0.87,1014.72,0.56,1.22,350,1,0,9.263
01-06-2017 07:00:00,Overcast,cloudy,0,0,26.45,26.45,22.26,0.84,1016.09,0.91,1.9,352,1,0,8.559
01-06-2017 08:00:00,Overcast,cloudy,0,0,26.26,26.26,21.21,0.81,1016.46,1.41,2.98,355,1,0,9.445
01-06-2017 09:00:00,Mostly Cloudy,partly-cloudy-day,0,0,26.89,26.89,19.67,0.74,1017.62,1.28,2.57,338,0.86,0,9.997
01-06-2017 10:00:00,Mostly Cloudy,partly-cloudy-day,0,0,28.17,24.53,18.21,0.66,1018.2,3.32,5.98,326,0.74,1,9.968
01-06-2017 11:00:00,Partly Cloudy,partly-cloudy-day,0.0005,0.15,29.53,26.06,16.72,0.58,1018.25,3.32,7.57,326,0.39,2,9.997
01-06-2017 12:00:00,Partly Cloudy,partly-cloudy-day,0.0015,0.25,30.67,26.57,16.01,0.54,1017.58,3.97,8.04,320,0.24,2,9.997
01-06-2017 13:00:00,Partly Cloudy,partly-cloudy-day,0.0014,0.26,31.15,27.4,15.02,0.51,1017.65,3.73,7.74,317,0.31,2,9.997
01-06-2017 14:00:00,Mostly Cloudy,partly-cloudy-day,0.0006,0.16,31.22,27.66,13.93,0.48,1017.79,3.59,7.49,306,0.5,1,9.997
01-06-2017 15:00:00,Mostly Cloudy,partly-cloudy-day,0,0,30.97,27.58,13.07,0.47,1018.22,3.42,6.93,306,0.79,0,9.997
01-06-2017 16:00:00,Overcast,cloudy,0,0,30.4,30.4,12.42,0.47,1019,2.95,5.83,307,0.94,0,9.997
01-06-2017 17:00:00,Mostly Cloudy,partly-cloudy-night,0,0,29.44,26.27,11.92,0.48,1020.26,3.11,5.39,305,0.62,0,9.997
01-06-2017 18:00:00,Partly Cloudy,partly-cloudy-night,0,0,28.66,28.66,11.82,0.49,1021.59,2.7,5.33,306,0.3,0,9.997
01-06-2017 19:00:00,Partly Cloudy,partly-cloudy-night,0,0,27.87,23.98,11.5,0.5,1022.7,3.46,6.08,319,0.22,0,9.997
01-06-2017 20:00:00,Partly Cloudy,partly-cloudy-night,0,0,26.78,22.95,11.2,0.51,1023.53,3.31,6.23,319,0.36,0,9.997
01-06-2017 21:00:00,Partly Cloudy,partly-cloudy-night,0,0,25.64,21.8,10.54,0.52,1023.91,3.21,6.2,330,0.25,0,9.997
01-06-2017 22:00:00,Partly Cloudy,partly-cloudy-night,0,0,24.73,24.73,10.03,0.53,1024.09,2.19,4.28,337,0.21,0,9.997
01-07-2017 00:00:00,Clear,clear-night,0,0,22.77,22.77,9.11,0.55,1025.6,1.53,2.99,339,0,0,9.997
01-07-2017 01:00:00,Clear,clear-night,0,0,22.83,22.83,8.86,0.55,1025.37,2.09,4.13,356,0,0,9.997
01-07-2017 02:00:00,Clear,clear-night,0,0,22.79,22.79,8.65,0.54,1026.08,2.72,4.79,5,0.08,0,9.997
01-07-2017 03:00:00,Partly Cloudy,partly-cloudy-night,0,0,22.66,22.66,8.36,0.54,1026.58,2.36,4.86,19,0.36,0,9.997
01-07-2017 04:00:00,Mostly Cloudy,partly-cloudy-night,0,0,22.5,22.5,8.09,0.53,1026.68,2.23,4.27,18,0.52,0,9.997
01-07-2017 05:00:00,Mostly Cloudy,partly-cloudy-night,0,0,22.33,22.33,7.75,0.53,1026.84,2.69,5.13,20,0.75,0,9.997
01-07-2017 06:00:00,Overcast,cloudy,0,0,22.02,17.13,7.5,0.53,1025.98,3.58,6.92,29,1,0,9.997
01-07-2017 07:00:00,Overcast,cloudy,0,0,21.84,16.41,7.79,0.54,1025.57,3.95,6.93,27,1,0,9.997
01-07-2017 08:00:00,Overcast,cloudy,0,0,21.77,16.95,7.54,0.54,1026.05,3.51,6.91,24,1,0,9.997
01-07-2017 09:00:00,Overcast,cloudy,0,0,21.32,16.05,8.98,0.58,1026.19,3.78,6.98,40,1,0,9.601
01-07-2017 10:00:00,Overcast,cloudy,0,0,20.39,14.82,12.66,0.72,1026.19,3.89,7.65,27,1,1,2.924
01-07-2017 11:00:00,Foggy,fog,0,0,19.25,14.25,14.97,0.83,1025.24,3.39,6.87,10,1,1,0.638
01-07-2017 12:00:00,Foggy,fog,0,0,19,12.41,15.8,0.87,1023.31,4.49,7.88,2,1,2,0.632
01-07-2017 13:00:00,Foggy,fog,0.0005,0.06,19.16,12.61,15.84,0.87,1022.36,4.49,8.82,354,1,1,0.91
01-07-2017 14:00:00,Foggy,fog,0.0002,0.04,19.3,12.76,15.86,0.86,1021.53,4.49,8.75,351,1,1,1.673
01-07-2017 15:00:00,Foggy,fog,0,0,19.28,13.45,15.94,0.87,1021.59,3.95,7.83,356,1,0,1.637
01-07-2017 16:00:00,Foggy,fog,0.0002,0.03,19.35,13.09,16.03,0.87,1020.62,4.28,8.2,342,1,0,1.217
01-07-2017 17:00:00,Overcast,cloudy,0,0,19.58,13.46,16.19,0.86,1020.71,4.2,7.91,342,1,0,2.531
01-07-2017 18:00:00,Overcast,cloudy,0,0,19.68,13.15,16.11,0.86,1020.29,4.54,9.15,344,1,0,2.565
01-07-2017 19:00:00,Overcast,cloudy,0,0,19.79,13.54,15.73,0.84,1020.4,4.33,8.53,344,1,0,5.921
01-07-2017 20:00:00,Overcast,cloudy,0,0,19.87,14.76,15.24,0.82,1020.36,3.51,7.11,340,1,0,5.515
01-07-2017 21:00:00,Overcast,cloudy,0,0,19.78,19.78,14.5,0.8,1020.75,2.75,6.06,328,1,0,8.844
01-07-2017 22:00:00,Overcast,cloudy,0,0,19.14,19.14,13.18,0.77,1021.17,2.63,5.06,330,0.96,0,9.997
01-08-2017 00:00:00,Partly Cloudy,partly-cloudy-night,0,0,18.24,11.7,10.02,0.7,1021.72,4.36,8.8,317,0.47,0,9.997
01-08-2017 01:00:00,Clear,clear-night,0,0,17.34,10.55,8.83,0.69,1022.12,4.43,8.82,312,0.07,0,9.997
01-08-2017 02:00:00,Clear,clear-night,0,0,16.85,10.46,8.09,0.68,1023,4.08,8.4,308,0,0,9.997
01-08-2017 03:00:00,Clear,clear-night,0,0,16.05,11.26,7.28,0.68,1023.57,3.01,6.17,307,0,0,9.997
01-08-2017 04:00:00,Clear,clear-night,0,0,15.38,10.02,6.69,0.68,1023.89,3.28,6.98,302,0,0,9.997
01-08-2017 05:00:00,Clear,clear-night,0,0,14.59,14.59,5.97,0.68,1024.2,2.25,4.32,293,0,0,9.997
01-08-2017 06:00:00,Clear,clear-night,0,0,13.98,13.98,5.33,0.68,1024.78,2.42,4.24,287,0,0,9.997
01-08-2017 07:00:00,Clear,clear-night,0,0,13.69,7.87,4.88,0.67,1025.3,3.41,6.06,277,0.03,0,9.997
01-08-2017 08:00:00,Partly Cloudy,partly-cloudy-day,0,0,13.88,6.35,4.66,0.66,1025.66,4.56,9.02,279,0.14,0,9.997
01-08-2017 09:00:00,Clear,clear-day,0,0,15.49,6.74,4.68,0.62,1026.07,5.83,12.4,287,0.04,0,9.896
01-08-2017 10:00:00,Clear,clear-day,0,0,17.26,8.12,5.15,0.58,1026.36,6.58,13.3,288,0,1,9.997
01-08-2017 11:00:00,Partly Cloudy,partly-cloudy-day,0,0,19.08,10.14,5.86,0.56,1026.19,6.75,14.66,291,0.3,2,9.997
01-08-2017 12:00:00,Mostly Cloudy,partly-cloudy-day,0,0,20.45,11.48,6.25,0.54,1025.63,7.12,15.4,291,0.75,2,9.997
01-08-2017 13:00:00,Mostly Cloudy,partly-cloudy-day,0,0,21.7,13.13,6.93,0.52,1025.4,6.94,15.36,299,0.77,1,9.997
01-08-2017 14:00:00,Mostly Cloudy,partly-cloudy-day,0,0,22.95,14.91,5.21,0.46,1025.59,6.61,15.14,304,0.75,1,9.997
01-08-2017 15:00:00,Mostly Cloudy,partly-cloudy-day,0,0,23.34,15.16,3.6,0.42,1026.66,6.87,14.94,300,0.75,0,9.997
01-08-2017 16:00:00,Mostly Cloudy,partly-cloudy-day,0,0,22.66,13.91,1.94,0.4,1027.87,7.41,17.15,301,0.82,0,9.997
01-08-2017 17:00:00,Mostly Cloudy,partly-cloudy-night,0,0,21.06,13.03,3.1,0.45,1029.15,6.18,13.87,297,0.65,0,9.997
01-08-2017 18:00:00,Mostly Cloudy,partly-cloudy-night,0,0,19.99,13.18,4.13,0.5,1030.63,4.82,10.94,295,0.55,0,9.997
01-08-2017 19:00:00,Partly Cloudy,partly-cloudy-night,0,0,18.97,12.4,3.93,0.51,1032.01,4.48,9.77,295,0.18,0,9.997
01-08-2017 20:00:00,Clear,clear-night,0,0,18.06,11.12,3.96,0.53,1033.35,4.65,9.84,300,0.02,0,9.997
01-08-2017 21:00:00,Clear,clear-night,0,0,17.4,10.27,2.96,0.52,1034.56,4.71,10.14,305,0.02,0,9.997
01-08-2017 22:00:00,Clear,clear-night,0,0,16.75,10.22,2.12,0.52,1035.36,4.17,8.99,304,0,0,9.997
01-09-2017 00:00:00,Clear,clear-night,0,0,15.33,8.77,1.29,0.53,1036.86,4.04,8.48,300,0,0,9.997
01-09-2017 01:00:00,Clear,clear-night,0,0,14.31,14.31,1.01,0.55,1037.18,2.81,5.3,293,0,0,9.997
01-09-2017 02:00:00,Clear,clear-night,0,0,13.24,13.24,0.82,0.57,1038.04,1.34,3.25,296,0,0,9.997
01-09-2017 03:00:00,Clear,clear-night,0,0,12.06,12.06,0.8,0.6,1038.36,1.21,1.84,286,0,0,9.997
01-09-2017 04:00:00,Clear,clear-night,0,0,10.98,10.98,0.83,0.63,1038.78,1.07,2.1,284,0,0,9.997
01-09-2017 05:00:00,Clear,clear-night,0,0,10.26,10.26,1.15,0.66,1039.2,0.8,1.82,284,0,0,9.997
01-09-2017 06:00:00,Clear,clear-night,0,0,9.24,9.24,0.99,0.69,1039.33,0.53,0.63,277,0,0,9.997
01-09-2017 07:00:00,Clear,clear-night,0,0,8.4,8.4,1.13,0.72,1039.45,0.52,0.61,269,0,0,9.997
01-09-2017 08:00:00,Clear,clear-day,0,0,9.94,9.94,2.46,0.71,1040.07,0.6,1.27,265,0.01,0,9.997
01-09-2017 09:00:00,Clear,clear-day,0,0,13.7,13.7,3.92,0.64,1041.01,1.31,3.08,272,0.01,0,9.997
01-09-2017 10:00:00,Mostly Cloudy,partly-cloudy-day,0,0,16.56,16.56,4.85,0.59,1041.99,2.87,5.47,274,0.55,1,9.997
01-09-2017 11:00:00,Partly Cloudy,partly-cloudy-day,0,0,18.77,18.77,5.44,0.55,1041.13,2.06,4.18,263,0.41,2,9.997
01-09-2017 12:00:00,Partly Cloudy,partly-cloudy-day,0,0,19.76,19.76,5.9,0.54,1039.98,1.48,3.55,254,0.36,2,9.997
01-09-2017 13:00:00,Mostly Cloudy,partly-cloudy-day,0,0,20.71,20.71,6.49,0.54,1039.54,2.16,5.14,247,0.75,2,9.997
01-09-2017 14:00:00,Overcast,cloudy,0,0,21.61,21.61,7.02,0.53,1039.26,2.51,5.53,235,0.91,1,9.997
